Num,Name,ID,City,Country,Date,URL,Photo,Address,CO,Lat,Long,NameFull
484,Williamsburg,R594,Brooklyn, USA,"July 30, 2016",http://www.apple.com/retail/williamsburg/,http://www.apple.com/retail/williamsburg/images/hero_large.jpg,247 Bedford Avenue,US,40.71557,-73.95988,Williamsburg
483,New Town Plaza,R610,Hong Kong, China,"June 30, 2016",http://www.apple.com/hk/retail/newtownplaza/,http://www.apple.com/hk/retail/newtownplaza/images/hero_large.jpg,New Town Plaza Phase 1 L4,HK,22.38185,114.18881,New Town Plaza
482,Galaxy Macau,R672,Macao, China,"June 25, 2016",http://www.apple.com/mo/retail/galaxymacau/,http://www.apple.com/mo/retail/galaxymacau/images/hero_large.jpg,路氹城澳門銀河™時尚匯,MO,22.1505,113.5525,Galaxy Macau
481,Wujiaochang,R581,Shanghai, China,"June 18, 2016",http://www.apple.com/cn/retail/wujiaochang/,http://www.apple.com/cn/retail/wujiaochang/images/hero_large.jpg,上海市杨浦区翔殷路 1099 号,CN,31.301667,121.514167, 五角场
480,Galaxy Mall,R638,Tianjin, China,"June 11, 2016",http://www.apple.com/cn/retail/galaxymall/,http://www.apple.com/cn/retail/galaxymall/images/hero_large.jpg,天津市河西区乐园道 9 号,CN,39.08892,117.20707, 银河国际购物中心
479,Global Harbor,R683,Shanghai, China,"May 28, 2016",http://www.apple.com/cn/retail/globalharbor/,http://www.apple.com/cn/retail/globalharbor/images/hero_large.jpg,上海市普陀区中山北路 3300 号,CN,31.231981,121.411695, 环球港
478,Parc 66 Jinan,R647,Jinan, China,"May 21, 2016",http://www.apple.com/cn/retail/parc66jinan/,http://www.apple.com/cn/retail/parc66jinan/images/hero_large.jpg,济南市历下区泉城路 188 号,CN,36.66469,117.024247, 济南恒隆广场
477,Marseille,R357,Marseille, France,"May 14, 2016",http://www.apple.com/fr/retail/marseille/,http://www.apple.com/fr/retail/marseille/images/hero_large.jpg,700 Haywood Road,US,34.849385,-82.333932,Haywood Mall
476,Thaihot Plaza,R646,Fuzhou, China,"April 2, 2016",http://www.apple.com/cn/retail/thaihotplaza/,http://www.apple.com/cn/retail/thaihotplaza/images/hero_large.jpg,福州市晋安区竹屿路 6 号,CN,26.091944,119.332222, 泰禾广场
475,Riverside 66 Tianjin,R579,Tianjin, China,"March 26, 2016",http://www.apple.com/cn/retail/riverside66tianjin/,http://www.apple.com/cn/retail/riverside66tianjin/images/hero_large.jpg,天津市和平区兴安路 166 号,CN,39.12662,117.19388, 天津恒隆广场
474,Olympia 66 Dalian,R609,Dalian, China,"March 19, 2016",http://www.apple.com/cn/retail/olympia66dalian/,http://www.apple.com/cn/retail/olympia66dalian/images/hero_large.jpg,大连市西岗区五四路 66 号,CN,38.905865,121.605313, 大连恒隆广场
473,MixC Qingdao,R557,Qingdao, China,"January 30, 2016",http://www.apple.com/cn/retail/mixcqingdao/,http://www.apple.com/cn/retail/mixcqingdao/images/hero_large.jpg,青岛市市南区山东路 6A 号,CN,36.06571,120.3746, 青岛万象城
472,Parc Central,R577,Guanzhou, China,"January 28, 2016",http://www.apple.com/cn/retail/parccentral/,http://www.apple.com/cn/retail/parccentral/images/hero_large.jpg,广州市天河区天河路 218 号,CN,23.135,113.31916, 天环广场
471,Nanjing IST,R493,Nanjing, China,"January 16, 2016",http://www.apple.com/cn/retail/nanjingist/,http://www.apple.com/cn/retail/nanjingist/images/hero_large.jpg,南京市玄武区中山路 100 号,CN,32.046051,118.784507, 南京艾尚天地
470,Xiamen Lifestyle Center,R644,Xiamen, China,"January 14, 2016",http://www.apple.com/cn/retail/xiamenlifestylecenter/,http://www.apple.com/cn/retail/xiamenlifestylecenter/images/hero_large.jpg,厦门市思明区嘉禾路 399 号,CN,24.499667,118.12483, 厦门新生活广场
469,MixC Shengyang,R576,Shengyang, China,"January 9, 2016",http://www.apple.com/cn/retail/mixcshenyang/,http://www.apple.com/cn/retail/mixcshenyang/images/hero_large.jpg,沈阳市和平区青年大街 288 号,CN,41.77235,123.42897, 沈阳万象城
468,MixC Nanning,R571,Nanning, China,"December 12, 2015",http://www.apple.com/cn/retail/mixcnanning/,http://www.apple.com/cn/retail/mixcnanning/images/hero_large.jpg,南宁市青秀区民族大道 136 号,CN,22.811016,108.392052, 南宁万象城
467,Chaoyang Joy City,R645,Beijing, China,"November 28, 2015",http://www.apple.com/cn/retail/chaoyangjoycity/,http://www.apple.com/cn/retail/chaoyangjoycity/images/hero_large.jpg,北京市朝阳区朝阳北路 101 号,CN,39.923571,116.511624, 朝阳大悦城
466,Taikoo Li Chengdu,R580,Chengdu, China,"November 11, 2015",http://www.apple.com/cn/retail/taikoolichengdu/,http://www.apple.com/cn/retail/taikoolichengdu/images/hero_large.jpg,成都市锦江区中纱帽街 8 号,CN,30.653748,104.080782, 成都太古里
465,Yas Mall,R595,Abu Dhabi, United Arab Emirates,"October 29, 2015",http://www.apple.com/ae/retail/yasmall/,http://www.apple.com/ae/retail/yasmall/images/hero_large.jpg,Yas Mall,AE,24.488216,54.608662,Yas Mall
464,Mall of the Emirates,R596,Dubai, United Arab Emirates,"October 29, 2015",http://www.apple.com/ae/retail/malloftheemirates/,http://www.apple.com/ae/retail/malloftheemirates/images/hero_large.jpg,Mall of the Emirates,AE,25.11842,55.200543,Mall of the Emirates
463,Parkland,R478,Dalian, China,"October 24, 2015",http://www.apple.com/cn/retail/parkland/,http://www.apple.com/cn/retail/parkland/images/hero_large.jpg,大连市中山区解放路 19 号,CN,38.9168,121.635795, 百年城
462,Firenze,R602,Florence, Italy,"September 26, 2015",http://www.apple.com/it/retail/firenze/,http://www.apple.com/it/retail/firenze/images/hero_large.jpg,Piazza della Repubblica,IT,43.771301,11.25345,Firenze
461,Infinite Loop,R052,Cupertino, USA,"September 19, 2015",http://www.apple.com/retail/infiniteloop/,http://www.apple.com/retail/infiniteloop/images/hero_large.jpg,One Infinite Loop,US,37.331423,-122.030503,Infinite Loop
460,Brussels,R486,Brussels, Belgium,"September 19, 2015",http://www.apple.com/befr/retail/brussels/,http://www.apple.com/befr/retail/brussels/images/hero_large.jpg,Avenue de la Toison d’Or 26/28,BE,50.83666,4.3582,Brussels
459,Wonder City,R643,Nanjing, China,"September 19, 2015",http://www.apple.com/cn/retail/wondercity/,http://www.apple.com/cn/retail/wondercity/images/hero_large.jpg,南京市雨花台区应天大街 619 号,CN,32.009545,118.765699, 虹悦城
458,Canton Road,R499,Hong Kong, China,"July 30, 2015",http://www.apple.com/hk/retail/cantonroad/,http://www.apple.com/hk/retail/cantonroad/images/hero_large.jpg,100 Canton Road,HK,22.299287,114.168796,Canton Road
457,Miranda,R606,Miranda, Australia,"July 25, 2015",http://www.apple.com/au/retail/miranda/,http://www.apple.com/au/retail/miranda/images/hero_large.jpg,Westfield Miranda,AU,-34.03492,151.10088,Miranda
456,Queens Center,R612,New York, USA,"July 11, 2015",http://www.apple.com/retail/queenscenter/,http://www.apple.com/retail/queenscenter/images/hero_large.jpg,90-15 Queens Boulevard,US,40.734751,-73.869029,Queens Center
455,Upper East Side,R582,New York, USA,"June 13, 2015",http://www.apple.com/retail/uppereastside/,http://www.apple.com/retail/uppereastside/images/hero_large.jpg,940 Madison Avenue,US,40.773584,-73.964542,Upper East Side
454,MixC Hangzhou,R532,Hangzhou, China,"April 24, 2015",http://www.apple.com/cn/retail/mixchangzhou/,http://www.apple.com/cn/retail/mixchangzhou/images/hero_large.jpg,杭州市江干区富春路 701 号,CN,30.254012,120.210154, 杭州万象城
453,Morumbi,R608,São Paulo, Brazil,"April 18, 2015",http://www.apple.com/br/retail/morumbi/,http://www.apple.com/br/retail/morumbi/images/hero_large.jpg,"Av. Roque Petroni Júnior, 1089",BR,-23.622892,-46.697962,Morumbi
452,MixC Chongqing,R573,Chongqing, China,"March 7, 2015",http://www.apple.com/cn/retail/mixcchongqing/,http://www.apple.com/cn/retail/mixcchongqing/images/hero_large.jpg,重庆市九龙坡区谢家湾正街 55 号,CN,29.518192,106.514417, 重庆万象城
451,Zhongjie Joy City,R534,Shenyang, China,"February 28, 2015",http://www.apple.com/cn/retail/zhongjiejoycity/,http://www.apple.com/cn/retail/zhongjiejoycity/images/hero_large.jpg,沈阳市大东区小东路 5 号,CN,41.800213,123.462022, 中街大悦城
450,Tianjin Joy City,R637,Tianjin, China,"February 7, 2015",http://www.apple.com/cn/retail/tianjinjoycity/,http://www.apple.com/cn/retail/tianjinjoycity/images/hero_large.jpg,天津市南开区南门外大街 2 号,CN,39.134588,117.173993, 天津大悦城
449,Jiefangbei,R480,Chongqing, China,"January 30, 2015",http://www.apple.com/cn/retail/jiefangbei/,http://www.apple.com/cn/retail/jiefangbei/images/hero_large.jpg,重庆市渝中区邹容路 108 号,CN,29.560981,106.572272, 解放碑
448,West Lake,R471,Hangzhou, China,"January 24, 2015",http://www.apple.com/cn/retail/westlake/,http://www.apple.com/cn/retail/westlake/images/hero_large.jpg,杭州市上城区平海路 100 号,CN,30.256795,120.158809, 西湖
447,MixC Zhengzhou,R572,Zhengzhou, China,"January 10, 2015",http://www.apple.com/cn/retail/mixczhengzhou/,http://www.apple.com/cn/retail/mixczhengzhou/images/hero_large.jpg,郑州市二七区民主路 10 号,CN,34.755756,113.656689, 郑州万象城
446,Franklin Park Mall,R299,Toledo, USA,"December 6, 2014",http://www.apple.com/retail/franklinparkmall/,http://www.apple.com/retail/franklinparkmall/images/hero_large.jpg,5001 Monroe Street,US,41.694016,-83.640205,Franklin Park Mall
445,Summerlin,R650,Las Vegas, USA,"November 22, 2014",http://www.apple.com/retail/summerlin/,http://www.apple.com/retail/summerlin/images/hero_large.jpg,1985 Festival Plaza Drive,US,36.15009,-115.3334,Summerlin
444,Lille,R376,Lille, France,"November 15, 2014",http://www.apple.com/fr/retail/lille/,http://www.apple.com/fr/retail/lille/images/hero_large.jpg,1 rue Faidherbe,FR,50.6369,3.065068,Lille
443,Akasya,R588,Instanbul, Turkey,"October 25, 2014",http://www.apple.com/tr/retail/akasya/,http://www.apple.com/tr/retail/akasya/images/hero_large.jpg,Akasya AVM,TR,41.001,29.05479,Akasya
442,The Mall of New Hampshire,R631,Manchester, USA,"October 18, 2014",http://www.apple.com/retail/themallofnewhampshire/,http://www.apple.com/retail/themallofnewhampshire/images/hero_large.jpg,1500 S Willow Street,US,42.956236,-71.432499,The Mall of New Hampshire
441,Princes Street,R328,Edinburgh, UK,"October 18, 2014",http://www.apple.com/uk/retail/princesstreet/,http://www.apple.com/uk/retail/princesstreet/images/hero_large.jpg,10 Princes Street,UK,55.953255,-3.189934,Princes Street
440,University Town Center,R615,Sarasota, USA,"October 16, 2014",http://www.apple.com/retail/universitytowncenter/,http://www.apple.com/retail/universitytowncenter/images/hero_large.jpg,140 University Town Center Drive,US,27.38493,-82.45268,University Town Center
439,Trumbull,R629,Trumbull, USA,"October 11, 2014",http://www.apple.com/retail/trumbull/,http://www.apple.com/retail/trumbull/images/hero_large.jpg,5065 Main Street,US,41.229466,-73.225779,Trumbull
438,Solomon Pond Mall,R622,Marlborough, USA,"October 11, 2014",http://www.apple.com/retail/solomonpondmall/,http://www.apple.com/retail/solomonpondmall/images/hero_large.jpg,601 Donald Lynch Boulevard,US,42.355548,-71.612912,Solomon Pond Mall
437,Nave de Vero,R625,Marghera, Italy,"October 11, 2014",http://www.apple.com/it/retail/navedevero/,http://www.apple.com/it/retail/navedevero/images/hero_large.jpg,Centro commerciale Nave de Vero,IT,45.458953,12.213355,Nave de Vero
436,Hannover,R455,Hannover, Germany,"September 27, 2014",http://www.apple.com/de/retail/hannover/,http://www.apple.com/de/retail/hannover/images/hero_large.jpg,Bahnhofstraße 5,DE,52.375092,9.73943,Hannover
435,Lynnhaven Mall,R614,Virginia Beach, USA,"September 19, 2014",http://www.apple.com/retail/lynnhavenmall/,http://www.apple.com/retail/lynnhavenmall/images/hero_large.jpg,701 Lynnhaven Parkway,US,36.816619,-76.071055,Lynnhaven Mall
434,Cumberland Mall,R591,Atlanta, USA,"September 6, 2014",http://www.apple.com/retail/cumberlandmall/,http://www.apple.com/retail/cumberlandmall/images/hero_large.jpg,1000 Cumberland Mall,US,33.88024,-84.46835,Cumberland Mall
433,Evergreen Walk,R613,South Windsor, USA,"August 23, 2014",http://www.apple.com/retail/evergreenwalk/,http://www.apple.com/retail/evergreenwalk/images/hero_large.jpg,401 Evergreen Walk,US,41.812848,-72.556558,Evergreen Walk
432,Eastwood Towne Center,R616,Lansing, USA,"August 9, 2014",http://www.apple.com/retail/eastwoodtownecenter/,http://www.apple.com/retail/eastwoodtownecenter/images/hero_large.jpg,3025 Preyde Boulevard,US,42.764347,-84.514723,Eastwood Towne Center
431,Den Haag,R540,The Hague, Netherlands,"August 9, 2014",http://www.apple.com/nl/retail/denhaag/,http://www.apple.com/nl/retail/denhaag/images/hero_large.jpg,Passage 39,NL,52.07795,4.31132,Den Haag
430,Center 66 Wuxi,R574,Wuxi, China,"August 2, 2014",http://www.apple.com/cn/retail/center66wuxi/,http://www.apple.com/cn/retail/center66wuxi/images/hero_large.jpg,无锡市梁溪区,CN,31.576872,120.29362, 无锡恒隆广场
429,Paradise Walk Chongqing,R476,Chongqing, China,"July 26, 2014",http://www.apple.com/cn/retail/paradisewalkchongqing/,http://www.apple.com/cn/retail/paradisewalkchongqing/images/hero_large.jpg,重庆市江北区北城天街 8 号,CN,29.580283,106.529328, 重庆北城天街
428,The Greene,R518,Beavercreek, USA,"July 18, 2014",http://www.apple.com/retail/thegreene/,http://www.apple.com/retail/thegreene/images/hero_large.jpg,4422 Cedar Park Drive,US,39.694173,-84.101912,The Greene
427,Freie Strasse,R439,Basel, Switzerland,"July 12, 2014",http://www.apple.com/chde/retail/freiestrasse/,http://www.apple.com/chde/retail/freiestrasse/images/hero_large.jpg,Freie Strasse 47,CH,47.556351,7.59021,Freie Strasse
426,Puerta del Sol,R450,Madrid, Spain,"June 21, 2014",http://www.apple.com/es/retail/puertadelsol/,http://www.apple.com/es/retail/puertadelsol/images/hero_large.jpg,Plaza de la Puerta del Sol,ES,40.417242,-3.702246,Puerta del Sol
425,Aix-en-Provence,R477,Aix-en-Provence, France,"June 14, 2014",http://www.apple.com/fr/retail/aix-en-provence/,http://www.apple.com/fr/retail/aix-en-provence/images/hero_large.jpg,2 Place du Général de Gaulle,FR,43.525496,5.445182,Aix-en-Provence
424,Omotesando,R224,Tokyo, Japan,"June 13, 2014",http://www.apple.com/jp/retail/omotesando/,http://www.apple.com/jp/retail/omotesando/images/hero_large.jpg,神宮前4-2-13,JP,35.666129,139.710932,表参道
423,Zorlu Center,R583,İstanbul, Turkey,"April 5, 2014",http://www.apple.com/tr/retail/zorlucenter/,http://www.apple.com/tr/retail/zorlucenter/images/hero_large.jpg,Zorlu Center,TR,41.066336,29.017109,Zorlu Center
422,VillageMall,R456,Rio de Janeiro, Brazil,"February 15, 2014",http://www.apple.com/br/retail/villagemall/,http://www.apple.com/br/retail/villagemall/images/hero_large.jpg,"Avenida das Américas, 3.900",BR,-22.998067,-43.35127,VillageMall
421,Brisbane,R466,Brisbane, Australia,"January 17, 2014",http://www.apple.com/au/retail/brisbane/,http://www.apple.com/au/retail/brisbane/images/hero_large.jpg,MacArthur Chambers,AU,-27.46835,153.027261,Brisbane
420,China Central Mall,R479,Beijing, China,"January 10, 2014",http://www.apple.com/cn/retail/chinacentralmall/,http://www.apple.com/cn/retail/chinacentralmall/images/hero_large.jpg,北京市朝阳区建国路 81 号华贸购物中心,CN,39.90804,116.47316, 华贸购物中心
419,Düsseldorf,R331,Düsseldorf, Germany,"December 14, 2013",http://www.apple.com/de/retail/duesseldorf/,http://www.apple.com/de/retail/duesseldorf/images/hero_large.jpg,Kö-Bogen,DE,51.22675,6.77995,Düsseldorf
418,Haarlem,R539,Haarlem, Netherlands,"December 7, 2013",http://www.apple.com/nl/retail/haarlem/,http://www.apple.com/nl/retail/haarlem/images/hero_large.jpg,Grote Houtstraat 99,NL,52.378447,4.632961,Haarlem
417,Väla Centrum,R593,Helsingborg, Sweden,"November 9, 2013",http://www.apple.com/se/retail/valacentrum/,http://www.apple.com/se/retail/valacentrum/images/hero_large.jpg,Väla Centrum,SE,56.091592,12.757733,Väla Centrum
416,Shanghai iapm,R401,Shanghai, China,"October 26, 2013",http://www.apple.com/cn/retail/shanghaiiapm/,http://www.apple.com/cn/retail/shanghaiiapm/images/hero_large.jpg,上海市徐汇区淮海中路 999 号,CN,31.21801,121.45293, 上海环贸 iapm
415,Potomac Town Center,R598,Woodbridge, USA,"September 28, 2013",http://www.apple.com/retail/potomactowncenter/,http://www.apple.com/retail/potomactowncenter/images/hero_large.jpg,15100 Potomac Town Place,US,38.628216,-77.287728,Potomac Town Center
414,Guildford Town Centre,R601,Surrey, Canada,"September 28, 2013",http://www.apple.com/ca/retail/guildfordtowncentre/,http://www.apple.com/ca/retail/guildfordtowncentre/images/hero_large.jpg,10355 152 Street,CA,49.189363,-122.803625,Guildford Town Centre
413,OEZ,R521,Munich, Germany,"September 28, 2013",http://www.apple.com/de/retail/oez/,http://www.apple.com/de/retail/oez/images/hero_large.jpg,Olympia-Einkaufszentrum,DE,48.183625,11.532914,OEZ
412,Station Park,R599,Farmington, USA,"September 20, 2013",http://www.apple.com/retail/stationpark/,http://www.apple.com/retail/stationpark/images/hero_large.jpg,148 N. East Promontory,US,40.983221,-111.906456,Station Park
411,Euroma2,R562,Roma, Italy,"August 31, 2013",http://www.apple.com/it/retail/euroma2/,http://www.apple.com/it/retail/euroma2/images/hero_large.jpg,Centro Commerciale Euroma2,IT,41.816509,12.459608,Euroma2
410,Le Befane,R564,Rimini, Italy,"August 3, 2013",http://www.apple.com/it/retail/lebefane/,http://www.apple.com/it/retail/lebefane/images/hero_large.jpg,Centro Commerciale Le Befane,IT,44.03863,12.58765,Le Befane
409,Markville Shopping Centre,R515,Markham, Canada,"July 27, 2013",http://www.apple.com/ca/retail/markvilleshoppingcentre/,http://www.apple.com/ca/retail/markvilleshoppingcentre/images/hero_large.jpg,5000 Highway 7 East,CA,43.868241,-79.287983,Markville Shopping Centre
408,Rosny 2,R536,Rosny-sous-Bois, France,"July 6, 2013",http://www.apple.com/fr/retail/rosny2/,http://www.apple.com/fr/retail/rosny2/images/hero_large.jpg,Centre Commercial Rosny 2,FR,48.883503,2.477519,Rosny 2
407,Quaker Bridge,R549,Lawrence Township, USA,"June 29, 2013",http://www.apple.com/retail/quakerbridge/,http://www.apple.com/retail/quakerbridge/images/hero_large.jpg,150 Quaker Bridge Mall,US,40.291824,-74.681344,Quaker Bridge
406,Rundle Place,R405,Adelaide, Australia,"May 25, 2013",http://www.apple.com/au/retail/rundleplace/,http://www.apple.com/au/retail/rundleplace/images/hero_large.jpg,Rundle Place Centre,AU,-34.922821,138.602631,Rundle Place
405,Kurfürstendamm,R358,Berlin, Germany,"May 3, 2013",http://www.apple.com/de/retail/kurfuerstendamm/,http://www.apple.com/de/retail/kurfuerstendamm/images/hero_large.jpg,Les Terrasses du Port,FR,43.306274,5.363277,Marseille
404,DIX30,R512,Brossard, Canada,"April 27, 2013",http://www.apple.com/ca/retail/dix30/,http://www.apple.com/ca/retail/dix30/images/hero_large.jpg,9120 boul. Leduc,CA,45.446364,-73.438306,DIX30
403,High Point,R504,Maribyrnong, Australia,"April 27, 2013",http://www.apple.com/au/retail/highpoint/,http://www.apple.com/au/retail/highpoint/images/hero_large.jpg,Highpoint Shopping Centre,AU,-37.77238,144.89015,Highpoint
402,Drake Circus,R545,Plymouth, UK,"April 20, 2013",http://www.apple.com/uk/retail/drakecircus/,http://www.apple.com/uk/retail/drakecircus/images/hero_large.jpg,1 Charles Street,UK,50.372101,-4.138771,Drake Circus
401,Trinity Leeds,R372,Leeds, UK,"March 21, 2013",http://www.apple.com/uk/retail/trinityleeds/,http://www.apple.com/uk/retail/trinityleeds/images/hero_large.jpg,Albion Street,UK,53.79655,-1.54379,Trinity Leeds
400,Emporia,R503,Malmö, Sweden,"December 15, 2012",http://www.apple.com/se/retail/emporia/,http://www.apple.com/se/retail/emporia/images/hero_large.jpg,Emporia,SE,55.563466,12.973509,Emporia
399,Causeway Bay,R409,Hong Kong, China,"December 15, 2012",http://www.apple.com/hk/retail/causewaybay/,http://www.apple.com/hk/retail/causewaybay/images/hero_large.jpg,Hysan Place,HK,22.279526,114.183666,Causeway Bay
398,Fountain Gate,R530,Fountain Gate, Australia,"December 15, 2012",http://www.apple.com/au/retail/fountaingate/,http://www.apple.com/au/retail/fountaingate/images/hero_large.jpg,Westfield Fountain Gate,AU,-38.01799,145.30466,Fountain Gate
397,MixC Chengdu,R502,Chengdu, China,"December 15, 2012",http://www.apple.com/cn/retail/mixcchengdu/,http://www.apple.com/cn/retail/mixcchengdu/images/hero_large.jpg,成都市成华区双庆路 8 号万象城,CN,30.652387,104.112546, 成都万象城
396,City Creek Center,R125,Salt Lake City, USA,"November 17, 2012",http://www.apple.com/retail/citycreekcenter/,http://www.apple.com/retail/citycreekcenter/images/hero_large.jpg,50 South Main Street,US,40.768413,-111.892042,City Creek Center
395,Willow Grove Park,R234,Willow Grove, USA,"November 17, 2012",http://www.apple.com/retail/willowgrovepark/,http://www.apple.com/retail/willowgrovepark/images/hero_large.jpg,2500 West Moreland Road,US,40.140456,-75.12356,Willow Grove Park
394,Atlantis,R470,Saint-Herblain, France,"November 15, 2012",http://www.apple.com/fr/retail/atlantis/,http://www.apple.com/fr/retail/atlantis/images/hero_large.jpg,Galerie Atlantis Le Centre,FR,47.225393,-1.630539,Atlantis
393,Holiday Plaza Shenzhen,R484,Shenzhen, China,"November 3, 2012",http://www.apple.com/cn/retail/holidayplazashenzhen/,http://www.apple.com/cn/retail/holidayplazashenzhen/images/hero_large.jpg,深圳市南山区深南大道 9028 号益田假日广场,CN,22.53986,113.97079, 深圳益田假日广场
392,Wangfujing,R448,Beijing, China,"October 20, 2012",http://www.apple.com/cn/retail/wangfujing/,http://www.apple.com/cn/retail/wangfujing/images/hero_large.jpg,北京市东城区王府井大街 138 号北京 apm,CN,39.913621,116.405781, 王府井
391,Val d'Europe,R425,Marne-la-Vallée, France,"October 13, 2012",http://www.apple.com/fr/retail/valdeurope/,http://www.apple.com/fr/retail/valdeurope/images/hero_large.jpg,Centre Commercial Val d’Europe,FR,48.85577,2.78292,Val d’Europe
390,Via Roma,R442,Torino, Italy,"October 13, 2012",http://www.apple.com/it/retail/viaroma/,http://www.apple.com/it/retail/viaroma/images/hero_large.jpg,Via Roma,IT,45.069164,7.683394,Via Roma
389,Puerto Venencia,R377,Zaragoza, Spain,"October 4, 2012",http://www.apple.com/es/retail/puertovenecia/,http://www.apple.com/es/retail/puertovenecia/images/hero_large.jpg,Puerto Venecia Shopping Resort,ES,41.60951,-0.88623,Puerto Venecia
388,Bromley,R496,Bromley, UK,"September 29, 2012",http://www.apple.com/uk/retail/bromley/,http://www.apple.com/uk/retail/bromley/images/hero_large.jpg,The Glades Bromley Shopping Centre,UK,51.40263,0.01568,Bromley
387,Festival Walk,R485,Hong Kong, China,"September 29, 2012",http://www.apple.com/hk/retail/festivalwalk/,http://www.apple.com/hk/retail/festivalwalk/images/hero_large.jpg,Festival Walk,HK,22.33719,114.17464,Festival Walk
386,il Leone,R547,Lonato, Italy,"September 21, 2012",http://www.apple.com/it/retail/illeone/,http://www.apple.com/it/retail/illeone/images/hero_large.jpg,Il Leone Shopping Center,IT,45.43069,10.51381,il Leone
385,Valley Plaza,R550,Bakersfield, USA,"September 21, 2012",http://www.apple.com/retail/valleyplaza/,http://www.apple.com/retail/valleyplaza/images/hero_large.jpg,2701 Ming Avenue,US,35.33795,-119.03271,Valley Plaza
384,La Toison d'Or,R522,Dijon, France,"September 21, 2012",http://www.apple.com/fr/retail/latoisondor/,http://www.apple.com/fr/retail/latoisondor/images/hero_large.jpg,Centre Commercial de la Toison d’Or,FR,47.35699,5.05129,La Toison d’Or
383,Sindelfingen,R519,Sindelfingen, Germany,"September 21, 2012",http://www.apple.com/de/retail/sindelfingen/,http://www.apple.com/de/retail/sindelfingen/images/hero_large.jpg,Breuningerland Sindelfingen,DE,48.70389,9.03155,Sindelfingen
382,Rio Shopping,R538,Valladolid, Spain,"September 20, 2012",http://www.apple.com/es/retail/rioshopping/,http://www.apple.com/es/retail/rioshopping/images/hero_large.jpg,Centro Comercial Río Shopping,ES,41.627828,-4.78512,Río Shopping
381,Watford,R527,Watford, UK,"September 15, 2012",http://www.apple.com/uk/retail/watford/,http://www.apple.com/uk/retail/watford/images/hero_large.jpg,Intu Watford Shopping Centre,UK,51.655216,-0.39291,Watford
